Architecture,Dedicated,Direct_X_(DX),Integrated,L2_Cache_(KB),Manufacturer,Memory_Type,Name,Notebook_GPU,Open_GL,Release_Date,SLI_Crossfire,Shader,Memory_Bandwidth_(GB/sec),Memory_Bus_(Bit),Memory_Speed_(MHz),Resolution_Width,Resolution_Height
Terascale 2 Thames PRO ,0.0,11.0,1.0,256.0,AMD,DDR3,Radeon HD 8370D,0,4.3,2013-09-18,1,5.0,34.1,128.0,1067.0,2560.0,1600.0
Trinity ,0.0,11.0,1.0,0.0,AMD,DDR3,Radeon HD 7480D,0,4.1,2012-06-01,0,5.0,25.6,128.0,800.0,2560.0,1600.0
WinterPark ,0.0,11.0,1.0,0.0,AMD,DDR3,Radeon HD 6370D,0,4.1,2011-11-30,0,,,128.0,,2560.0,1600.0
WinterPark ,0.0,11.0,1.0,0.0,AMD,DDR3,Radeon HD 6410D,0,4.1,2011-06-20,0,,,128.0,,2560.0,1600.0
RV610 ,1.0,10.0,0.0,0.0,AMD,GDDR3,Radeon HD 2400 XT ,0,3.3,2007-06-28,1,4.0,8.0,64.0,500.0,,
BeaverCreek ,0.0,11.0,1.0,0.0,AMD,DDR3,Radeon HD 6550D,0,4.1,2011-06-20,0,5.0,,128.0,,2560.0,1600.0
RV610 ,1.0,10.0,0.0,0.0,AMD,DDR2,Radeon HD 2400 Pro PCI-E,0,3.1,2007-06-01,1,4.0,6.4,64.0,400.0,2560.0,1600.0
RV630 ,1.0,10.0,0.0,0.0,AMD,DDR2,Radeon HD 2600 Pro,0,3.1,2007-06-28,1,4.0,16.0,128.0,500.0,2560.0,1600.0
RV610 ,1.0,10.0,0.0,0.0,AMD,DDR2,Radeon HD 2400 Series,0,3.1,2007-06-28,1,4.0,,64.0,,2560.0,1600.0
RV610 ,1.0,10.0,0.0,0.0,AMD,DDR2,Radeon HD 2400 Pro,0,3.1,2007-06-28,1,4.0,6.4,64.0,400.0,2560.0,1600.0
RV610 ,1.0,10.0,0.0,0.0,AMD,DDR2,Radeon HD 2400 MSI Pro 256MB GDDR2,0,3.1,2007-07-01,1,4.0,6.4,64.0,400.0,2560.0,1600.0
RS740 ,0.0,9.0,1.0,0.0,AMD,DDR2,Radeon HD 2100,0,3.1,2007-02-28,0,4.0,5.3,64.0,333.0,,
R700 RV790 XT ,1.0,10.1,0.0,0.0,AMD,GDDR5,Radeon HD 4890 Sapphire Vapor-X OC 1GB Edition,0,3.3,2009-05-18,1,4.1,134.4,256.0,1050.0,2560.0,1600.0
BeaverCreek ,0.0,11.0,1.0,0.0,AMD,DDR3,Radeon HD 6530D,0,4.1,2011-06-20,0,5.0,29.9,128.0,933.0,2560.0,1600.0
R700 RV790 XT ,1.0,10.1,0.0,0.0,AMD,GDDR5,Radeon HD 4890 Sapphire Toxic Atomic 1GB Edition,0,3.3,2009-05-19,0,4.1,134.4,256.0,1050.0,2560.0,1600.0
RV610 ,1.0,10.0,0.0,0.0,AMD,DDR2,Radeon HD 2350 Pro,0,3.1,2007-01-01,1,4.0,6.4,64.0,400.0,2560.0,1600.0
R700 RV790 XT ,1.0,10.1,0.0,0.0,AMD,GDDR5,Radeon HD 4890 Sapphire OC 1GB Edition,0,3.3,2009-04-02,1,4.1,128.0,256.0,1000.0,2560.0,1600.0
R700 XT ,1.0,10.1,0.0,0.0,AMD,GDDR5,Radeon HD 4870 X2,0,3.2,2009-04-01,1,4.1,230.4,512.0,900.0,2560.0,1600.0
R700 RV790 XT ,1.0,10.1,0.0,0.0,AMD,GDDR5,Radeon HD 4890 Sapphire Toxic 1GB Edition,0,3.3,2009-05-26,1,4.1,134.4,256.0,1050.0,2560.0,1600.0
R700 RV770 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR5,Radeon HD 4870 Sapphire Vapor-X 1GB Edition,0,3.3,2009-03-07,1,4.1,115.2,256.0,900.0,2560.0,1600.0
R700 RV790 XT ,1.0,10.1,0.0,0.0,AMD,GDDR5,Radeon HD 4890,0,3.3,2009-04-02,1,4.1,124.8,256.0,975.0,2560.0,1600.0
RV770 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR5,Radeon HD 4870,0,3.2,2008-06-01,1,4.1,115.2,256.0,900.0,2560.0,1600.0
R700 RV770 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR5,Radeon HD 4870 PowerColor PCS+ 512MB Edition,0,3.3,2008-06-25,1,4.1,121.6,256.0,950.0,2560.0,1600.0
R700 RV770 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4850x2,0,3.3,2009-04-01,1,4.1,63.6,256.0,993.0,2560.0,1600.0
R700 RV770 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4850 Sapphire Vapor-X Edition,0,3.3,2011-10-01,1,4.1,64.0,256.0,1000.0,2560.0,1600.0
RV790 GT ,1.0,10.1,0.0,0.0,AMD,GDDR5,Radeon HD 4860,0,3.3,2009-09-09,1,4.1,96.0,256.0,750.0,2560.0,1600.0
R700 RV770 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4850 Golden Sample Edition,0,3.3,2008-08-01,1,4.1,70.4,256.0,1100.0,2560.0,1600.0
R700 RV770 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4850 HIS iCooler IV 1GB Edition,0,3.3,2008-06-01,1,4.1,63.6,256.0,993.0,2560.0,1600.0
R700 RV770 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4850 Gigabyte 512MB Edition,0,3.3,2011-10-01,1,4.1,60.2,256.0,940.0,2560.0,1600.0
R700 RV770 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4850 Gigabyte OC Edition,0,3.3,2009-06-01,1,4.1,63.4,256.0,990.0,2560.0,1600.0
R700 RV770 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4850,0,3.3,2008-06-01,1,4.1,63.6,256.0,993.0,2560.0,1600.0
R700 RV790 LE ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4830 512MB,0,3.3,2008-10-21,1,4.1,57.6,256.0,900.0,2560.0,1600.0
R700 RV790 LE ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4830 HIS Fan 512MB Edition,0,3.3,2008-10-21,1,4.1,57.6,256.0,900.0,2560.0,1600.0
R700 RV730 XT ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4670 HIS IceQ 1GB Edition,0,3.3,2008-09-01,1,4.1,27.9,128.0,873.0,2560.0,1600.0
R700 RV740 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR5,Radeon HD 4770 512MB,0,3.3,2009-04-28,1,4.1,51.2,128.0,800.0,2560.0,1600.0
RV770 CE ,1.0,10.1,0.0,0.0,AMD,GDDR5,Radeon HD 4730 ,0,3.0,2009-06-08,1,4.1,57.6,128.0,900.0,2560.0,1600.0
RV770 CE ,1.0,10.1,0.0,0.0,AMD,GDDR5,Radeon HD 4730 PowerColor PCS Edition,0,3.0,2009-11-08,1,4.1,57.6,128.0,900.0,2560.0,1600.0
RV740 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR5,Radeon HD 4750,0,3.3,2009-09-09,1,4.1,51.2,128.0,800.0,2560.0,1600.0
R700 RV730 XT ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4670 Gigabyte 1GB Edition,0,3.3,2009-11-01,1,4.1,25.6,128.0,800.0,2560.0,1600.0
R700 RV730 XT ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4670 AGP,0,3.3,2007-07-17,1,4.1,25.6,128.0,800.0,2560.0,1600.0
R700 RV730 XT ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4670 Asus 512MB Edition,0,3.3,2008-10-09,1,4.1,32.1,128.0,1004.0,2560.0,1600.0
R700 RV730 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4650 v2,0,3.3,2008-09-10,1,4.1,24.0,128.0,750.0,2560.0,1600.0
R700 RV730 PRO ,1.0,10.1,0.0,0.0,AMD,DDR2,Radeon HD 4650 1GB,0,3.3,2008-09-10,1,4.1,22.4,128.0,700.0,2560.0,1600.0
R700 RV730 XT ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4670 1GB,0,3.3,2008-09-10,1,4.1,25.6,128.0,800.0,2560.0,1600.0
R700 RV710 ,1.0,10.1,0.0,0.0,AMD,DDR2,Radeon HD 4350 Asus Silent 512MB Edition,0,3.3,2008-09-30,0,4.1,6.4,64.0,400.0,2560.0,1600.0
R700 RV730PRO ,1.0,10.1,0.0,0.0,AMD,DDR2,Radeon HD 4650,0,3.0,2008-09-01,1,4.1,12.8,128.0,400.0,2560.0,1600.0
R700 RV730PRO ,1.0,10.1,0.0,0.0,AMD,DDR2,Radeon HD 4650 Asus Low Profile Edition,0,3.0,2008-09-01,1,4.1,12.8,128.0,400.0,2560.0,1600.0
R700 RV710 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4550,0,3.3,2008-09-01,1,4.1,12.8,64.0,800.0,2560.0,1600.0
R700 RV710 ,1.0,10.1,0.0,0.0,AMD,DDR2,Radeon HD 4350 1GB,0,3.3,2008-09-30,1,4.1,8.0,64.0,500.0,2560.0,1600.0
R700 RV710 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4550 v2,0,3.3,2008-09-30,0,4.1,12.8,64.0,800.0,2560.0,1600.0
R700 RV730 XT ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 4670 512MB,0,3.3,2008-09-10,1,4.1,25.6,128.0,800.0,2560.0,1600.0
R700 RV710 ,1.0,10.1,0.0,0.0,AMD,DDR2,Radeon HD 4350,0,3.3,2008-09-30,1,4.1,6.4,64.0,400.0,2560.0,1600.0
RS880 ,0.0,10.1,1.0,0.0,AMD,DDR2,Radeon HD 4250,0,3.3,2010-03-30,0,4.1,,32.0,,,
RS880D ,0.0,10.1,1.0,0.0,AMD,DDR2,Radeon HD 4290,0,3.2,2010-03-01,0,4.1,,32.0,,,
Tesla G94b ,1.0,10.0,0.0,0.0,Nvidia,GDDR3,GeForce GT 140,0,3.3,2009-03-01,1,4.0,57.6,256.0,900.0,2560.0,1600.0
Tesla G94b ,1.0,10.0,0.0,0.0,Nvidia,DDR2,GeForce GT 130,0,3.3,2009-03-01,1,4.0,24.0,192.0,500.0,2048.0,1536.0
Tesla G96b ,1.0,10.0,0.0,0.0,Nvidia,DDR2,GeForce GT 120,0,3.3,2009-03-01,1,4.0,16.0,128.0,500.0,2048.0,1536.0
RS880 ,0.0,10.1,1.0,0.0,AMD,DDR2,Radeon HD 4200,0,3.2,2009-08-01,0,4.1,,32.0,,2560.0,1600.0
R600 RV670 XT ,1.0,10.1,0.0,0.0,AMD,GDDR4,Radeon HD 3870 X2,0,3.3,2008-01-28,1,4.1,57.6,256.0,900.0,2560.0,1600.0
R600 RV670 XT ,1.0,10.1,0.0,0.0,AMD,GDDR4,Radeon HD 3870,0,3.3,2007-11-19,1,4.1,72.1,256.0,1126.0,2560.0,1600.0
RV670 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 3850 X2,0,3.3,2008-04-04,1,4.1,106.0,512.0,828.0,2560.0,1600.0
RV670 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 3830,0,3.3,2008-04-01,1,4.1,26.6,128.0,830.0,2560.0,1600.0
RV670 PRO ,1.0,,0.0,0.0,AMD,GDDR3,Radeon HD 3690,0,3.3,2008-01-30,1,4.1,26.6,128.0,830.0,2560.0,1600.0
RV670 ,1.0,10.1,0.0,0.0,AMD,DDR3,Radeon HD 3800 series,0,3.2,2007-11-01,1,4.1,,256.0,,2560.0,1600.0
Tesla G98 ,1.0,10.0,0.0,0.0,Nvidia,DDR2,GeForce G 100,0,3.3,2009-03-01,0,4.0,8.0,64.0,500.0,2560.0,1600.0
RV670 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 3850,0,3.3,2007-11-19,1,4.1,53.1,256.0,830.0,2560.0,1600.0
RV635 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 3650,0,3.3,2008-01-23,1,4.1,25.6,128.0,800.0,2560.0,1600.0
RV635 ,1.0,10.1,0.0,0.0,AMD,DDR3,Radeon HD 3600 Series,0,3.2,2008-01-01,1,4.1,,128.0,,2560.0,1600.0
RV620 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 3470,0,3.2,2008-01-23,1,4.1,15.2,64.0,950.0,2560.0,1600.0
RV670 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 3850 AGP,0,3.3,2008-01-03,1,4.1,53.1,256.0,830.0,2560.0,1600.0
RV620 ,1.0,10.0,0.0,0.0,AMD,DDR3,Radeon HD 3400 Series,0,3.2,2008-01-01,0,4.1,,64.0,,2560.0,1600.0
RV670 PRO ,1.0,10.1,0.0,0.0,AMD,GDDR3,Radeon HD 3850 X3,0,3.3,2008-04-10,1,4.1,163.2,768.0,850.0,2560.0,1600.0
RV620 LE ,1.0,10.1,0.0,0.0,AMD,DDR2,Radeon HD 3450,0,3.2,2007-12-10,0,4.1,8.0,64.0,500.0,2560.0,1600.0
RS780 ,0.0,10.1,1.0,0.0,AMD,GDDR3,Radeon HD 3200 IGP,0,3.3,2008-03-01,0,4.1,,32.0,,,
RS780D ,0.0,10.0,1.0,0.0,AMD,GDDR3,Radeon HD 3300,0,3.3,2008-08-06,0,4.1,,32.0,,2560.0,1600.0
RS780 ,0.0,10.0,1.0,0.0,AMD,DDR2,Radeon HD 3200,0,2.1,2008-03-01,0,4.0,3.2,32.0,400.0,2048.0,1536.0
RS760 ,0.0,,1.0,0.0,AMD,DDR2,Radeon 3000,0,2.0,2009-01-01,0,2.0,,32.0,,,
Broadwell GT3-E ,0.0,12.0,1.0,1024.0,Intel,DDR3,Iris Pro Graphics 6200 Mobile,1,4.4,2015-06-02,0,5.0,29.9,128.0,933.0,4096.0,2304.0
Broadwell GT3 ,0.0,12.0,1.0,512.0,Intel,DDR3,Iris Graphics 6100 Mobile,1,4.4,2015-01-05,0,5.0,29.9,128.0,933.0,2560.0,1600.0
Haswell GT3e ,0.0,11.1,1.0,1024.0,Intel,eDRAM,Iris Pro Graphics 5200 Mobile,1,4.0,2013-07-27,0,5.0,12.8,128.0,800.0,2560.0,1600.0
Skylake GT1-U ,0.0,12.1,1.0,512.0,Intel,DDR4,HD Pentium 4405U,1,4.4,2015-09-01,0,5.0,34.1,128.0,1067.0,4096.0,2304.0
Cantiga ,0.0,10.0,1.0,0.0,Intel,DDR3,Intel GS45 Express Chipset ,1,,2008-09-01,0,4.0,17.1,128.0,533.0,,
Skylake GT3-E ,0.0,12.1,1.0,512.0,Intel,DDR4,Iris Graphics 550 Mobile,1,4.4,2015-09-01,0,5.0,34.1,128.0,1067.0,4096.0,2304.0
Tonga ,1.0,11.2,0.0,0.0,AMD,GDDR5,Radeon R9 M295X 4GB,1,4.4,2014-11-23,1,5.0,174.3,256.0,1362.0,4096.0,2160.0
GCN 1.2 Amethyst XT ,1.0,12.0,0.0,768.0,AMD,GDDR5,Radeon R9 M395X 4GB,1,4.5,2015-06-09,1,5.0,160.0,256.0,1250.0,4096.0,2160.0
GCN 1.1 Neptune XT ,1.0,12.0,0.0,512.0,AMD,GDDR5,Radeon R9 M390 4GB,1,4.4,2015-06-09,1,5.0,153.6,256.0,1200.0,4096.0,2160.0
Arrandale ,0.0,10.0,1.0,0.0,Intel,DDR3,HD i7 M640,1,2.1,2010-09-20,0,4.0,8.5,64.0,533.0,2560.0,1600.0
GCN 1.2 Amethyst XT ,1.0,12.0,0.0,768.0,AMD,GDDR5,Radeon R9 M485X 4GB,1,4.5,2016-05-13,1,5.0,160.0,256.0,1250.0,4096.0,2160.0
GCN 1.1 Neptune XT ,1.0,12.0,0.0,512.0,AMD,GDDR5,Radeon R9 M390X 4GB,1,4.4,2015-06-09,1,5.0,160.0,256.0,1250.0,4096.0,2160.0
GCN 1.1 Neptune XT (x2) ,1.0,12.0,0.0,,AMD,GDDR5,Radeon R9 M290X Crossfire,1,4.4,2014-01-01,1,5.0,307.2,256.0,1200.0,4096.0,2160.0
Arrandale ,0.0,10.0,1.0,0.0,Intel,DDR3,HD i3 M350,1,2.1,2010-03-30,0,4.0,8.5,64.0,533.0,,
Terascale 2 Loveland ,0.0,11.0,1.0,1024.0,AMD,DDR3,Radeon HD 7290,1,4.3,2012-06-05,0,5.0,8.5,64.0,533.0,2560.0,1600.0
Terascale 2 Broadway XT (x2) ,1.0,11.0,0.0,,AMD,GDDR5,Mobility Radeon HD 5870 Crossfire,1,4.3,2010-01-07,1,5.0,128.0,128.0,1000.0,2560.0,1600.0
M96 XT ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 565v,1,3.3,2010-05-05,1,4.1,25.6,128.0,800.0,2560.0,1600.0
Terascale 2 Broadway XT ,1.0,11.0,0.0,256.0,AMD,GDDR5,Mobility Radeon HD 5870,1,4.3,2010-01-07,1,5.0,64.0,128.0,1000.0,2560.0,1600.0
Terascale 2 Broadway PRO ,1.0,11.0,0.0,256.0,AMD,GDDR5,Mobility Radeon HD 5850,1,4.3,2010-01-07,1,5.0,64.0,128.0,1000.0,2560.0,1600.0
Terascale 2 Broadway LE ,1.0,11.0,0.0,256.0,AMD,GDDR3,Mobility Radeon HD 5830,1,4.3,2010-01-07,1,5.0,25.6,128.0,800.0,2560.0,1600.0
GCN 1.1 Neptune XT ,1.0,12.0,0.0,512.0,AMD,GDDR5,Radeon R9 M290X,1,4.4,2014-01-09,1,5.0,153.6,256.0,1200.0,4096.0,2160.0
Terascale 2 Madison LE ,1.0,11.0,0.0,256.0,AMD,GDDR3,Mobility Radeon HD 5730,1,4.3,2010-01-07,0,5.0,25.6,128.0,800.0,2560.0,1600.0
Terascale 2 Madison XT ,1.0,11.0,0.0,256.0,AMD,GDDR5,Mobility Radeon HD 5770,1,4.3,2010-01-07,0,5.0,51.2,128.0,800.0,2560.0,1600.0
Terascale 2 Madison LP ,1.0,11.0,0.0,256.0,AMD,GDDR3,Mobility Radeon HD 5650,1,4.3,2010-01-07,0,5.0,25.6,128.0,800.0,2560.0,1600.0
Terascale 2 Park XT ,1.0,11.0,0.0,128.0,AMD,GDDR3,Mobility Radeon HD 5470,1,4.3,2010-01-07,0,5.0,12.8,64.0,800.0,2560.0,1600.0
M96 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 560v,1,3.3,2010-05-05,1,4.1,25.6,128.0,800.0,2560.0,1600.0
M96 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 550v,1,3.3,2010-05-05,1,4.0,19.2,128.0,600.0,2560.0,1600.0
M92 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 545v,1,3.3,2010-05-05,0,4.1,12.8,64.0,800.0,2560.0,1600.0
Park XT ,1.0,11.0,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 5470 512MB,1,4.0,2010-01-07,0,5.0,12.8,64.0,800.0,2560.0,1600.0
M92 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 530v,1,3.3,2010-05-05,0,4.1,9.6,64.0,600.0,2560.0,1600.0
GCN 1.1 Neptune XT (x2) ,1.0,12.0,0.0,,AMD,GDDR5,Radeon HD 8970M Crossfire,1,4.4,2013-05-01,1,5.0,307.2,256.0,1200.0,2560.0,1600.0
M92 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 5145,1,3.3,2010-01-07,0,4.1,14.4,64.0,900.0,2560.0,1600.0
Terascale 2 Park PRO ,1.0,11.0,0.0,128.0,AMD,GDDR3,Mobility Radeon HD 5450,1,4.3,2010-01-07,0,5.0,12.8,64.0,800.0,2560.0,1600.0
GCN 1.1 Neptune XT ,1.0,12.0,0.0,512.0,AMD,GDDR5,Radeon HD 8970M,1,4.4,2013-05-14,1,5.0,153.6,256.0,1200.0,4096.0,2160.0
M92 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 540v,1,3.3,2010-05-05,0,4.1,12.8,64.0,800.0,2560.0,1600.0
M96 ,1.0,10.1,0.0,0.0,AMD,GDDR3,Mobility Radeon HD 5165,1,3.3,2010-01-07,1,4.1,28.8,128.0,900.0,2560.0,1600.0
Terascale 2 Park LP ,1.0,11.0,0.0,128.0,AMD,GDDR3,Mobility Radeon HD 5430,1,4.3,2010-01-07,0,5.0,12.8,64.0,800.0,2560.0,1600.0
Terascale 2 Madison PRO ,1.0,11.0,0.0,256.0,AMD,GDDR5,Mobility Radeon HD 5750,1,4.3,2010-01-07,0,5.0,51.2,128.0,800.0,2560.0,1600.0
GCN 1.1 Venus XT ,1.0,11.1,0.0,256.0,AMD,GDDR5,Radeon HD 8870M,1,4.2,2013-04-01,1,5.0,72.0,128.0,1125.0,2560.0,1600.0
GCN 1.1 Venus PRO ,1.0,11.1,0.0,256.0,AMD,GDDR5,Radeon HD 8850M v2,1,4.2,2013-04-01,1,5.0,72.0,128.0,1125.0,4096.0,2160.0
GCN 1.1 Mars XTX ,1.0,12.0,0.0,256.0,AMD,GDDR5,Radeon HD 8790M,1,4.4,2013-04-01,1,5.0,64.0,128.0,1000.0,2560.0,1600.0
GCN 1.1 Venus LE ,1.0,11.1,0.0,256.0,AMD,DDR3,Radeon HD 8830M,1,4.2,2013-04-01,1,5.0,32.0,128.0,1000.0,2560.0,1600.0
GCN 1.1 Mars XT ,1.0,12.0,0.0,256.0,AMD,GDDR5,Radeon HD 8770M,1,4.4,2013-04-01,1,5.0,72.0,128.0,1125.0,2560.0,1600.0
GCN 1.1 Venus PRO ,1.0,11.1,0.0,256.0,AMD,DDR3,Radeon HD 8850M,1,4.2,2013-04-01,1,5.0,32.0,128.0,1000.0,4096.0,2160.0
GCN 1.1 Mars PRO ,1.0,12.0,0.0,256.0,AMD,GDDR5,Radeon HD 8750M,1,4.4,2013-02-26,1,5.0,64.0,128.0,1000.0,2560.0,1600.0
GCN 1.1 Mars XT ,1.0,12.0,0.0,256.0,AMD,GDDR5,Radeon HD 8690M,1,4.4,2013-01-01,0,5.0,36.0,64.0,1125.0,2560.0,1600.0
GCN 1.1 Mars LE ,1.0,12.0,0.0,256.0,AMD,DDR3,Radeon HD 8730M,1,4.4,2013-04-01,1,5.0,32.0,128.0,1000.0,4096.0,2160.0
GCN 1.1 Mars PRO ,1.0,12.0,0.0,256.0,AMD,DDR3,Radeon HD 8750M v2,1,4.4,2013-02-26,1,5.0,28.8,128.0,900.0,2560.0,1600.0
GCN 1.1 Mars XT ,1.0,12.0,0.0,256.0,AMD,DDR3,Radeon HD 8670M,1,4.4,2013-03-01,0,5.0,14.4,64.0,900.0,2560.0,1600.0
GCN 1.1 Sun PRO ,1.0,12.0,0.0,256.0,AMD,GDDR5,Radeon HD 8570M,1,4.4,2013-01-01,1,5.0,36.0,64.0,1125.0,2560.0,1600.0
GCN ,1.0,11.1,0.0,0.0,AMD,DDR3,Radeon HD 8550M,1,4.3,2013-01-01,0,5.0,14.4,64.0,900.0,2560.0,1600.0
GCN 1.1 Mars XT ,1.0,12.0,0.0,256.0,AMD,DDR3,Radeon HD 8670M 2GB,1,4.4,2013-03-01,1,5.0,14.4,64.0,900.0,2560.0,1600.0
Terascale 2 Blackcomb XT ,1.0,11.0,0.0,512.0,AMD,GDDR5,Radeon HD 6970M,1,4.3,2011-01-04,1,5.0,115.2,256.0,900.0,1600.0,900.0
Kalindi ,0.0,11.1,1.0,0.0,AMD,DDR3,Radeon HD 8400,1,4.3,2013-05-23,0,5.0,25.6,128.0,800.0,,
Terascale 2 Blackcomb PRO ,1.0,11.0,0.0,512.0,AMD,GDDR5,Radeon HD 6950M,1,4.3,2011-01-04,1,5.0,115.2,256.0,900.0,2560.0,1600.0
Terascale 2 Granville PRO ,1.0,11.0,0.0,256.0,AMD,DDR3,Radeon HD 6850M,1,4.3,2011-01-04,0,5.0,25.6,128.0,800.0,2560.0,1600.0
Terascale 2 Granville LP ,1.0,11.0,0.0,256.0,AMD,DDR3,Radeon HD 6830M,1,4.3,2011-01-04,0,5.0,25.6,128.0,800.0,2560.0,1600.0
Terascale 2 Granville XT ,1.0,11.0,0.0,256.0,AMD,GDDR5,Radeon HD 6870M,1,4.3,2011-01-04,1,5.0,64.0,128.0,1000.0,2560.0,1600.0
Terascale 2 Whistler XT ,1.0,11.0,0.0,256.0,AMD,GDDR5,Radeon HD 6770M 2GB,1,4.3,2011-01-01,1,5.0,51.2,128.0,800.0,2560.0,1600.0
Terascale 2 Blackcomb XTX ,1.0,11.0,0.0,512.0,AMD,GDDR5,Radeon HD 6990M,1,4.3,2011-07-12,1,5.0,115.2,256.0,900.0,2560.0,1600.0
Terascale 2 Whistler XT ,1.0,11.0,0.0,256.0,AMD,GDDR5,Radeon HD 6770M,1,4.3,2011-01-04,1,5.0,51.2,128.0,800.0,2560.0,1600.0
Terascale 2 Whistler PRO ,1.0,11.0,0.0,256.0,AMD,GDDR5,Radeon HD 6750M 512MB,1,4.3,2011-01-01,1,5.0,51.2,128.0,800.0,2560.0,1600.0
Terascale 2 Whistler PRO ,1.0,11.0,0.0,256.0,AMD,GDDR5,Radeon HD 6750M,1,4.3,2011-01-04,1,5.0,51.2,128.0,800.0,2560.0,1600.0
Terascale 2 Whistler LE ,1.0,11.0,0.0,256.0,AMD,DDR3,Radeon HD 6650M,1,4.3,2011-01-04,1,5.0,25.6,128.0,800.0,2560.0,1600.0
Terascale 2 Capilano XT ,1.0,11.0,0.0,256.0,AMD,GDDR5,Radeon HD 6570M,1,4.3,2010-11-26,0,5.0,51.2,128.0,800.0,2560.0,1600.0
Terascale 2 Whistler LE ,1.0,11.0,0.0,256.0,AMD,DDR3,Radeon HD 6730M,1,4.3,2011-01-04,1,5.0,25.6,128.0,800.0,2560.0,1600.0
Terascale 2 Whistler LP ,1.0,11.0,0.0,256.0,AMD,DDR3,Radeon HD 6630M,1,4.3,2011-01-04,1,5.0,25.6,128.0,800.0,2560.0,1600.0
Terascale 2 Capilano PRO ,1.0,11.0,0.0,256.0,AMD,DDR3,Radeon HD 6550M,1,4.3,2010-11-26,0,5.0,25.6,128.0,800.0,2560.0,1600.0
Terascale 2 Seymour XT ,1.0,11.0,0.0,128.0,AMD,DDR3,Radeon HD 6470M,1,4.3,2011-01-04,0,5.0,12.8,64.0,800.0,2560.0,1600.0
Terascale 2 Seymour XTX ,1.0,11.0,0.0,128.0,AMD,GDDR5,Radeon HD 6490M,1,4.3,2011-01-04,0,5.0,25.6,64.0,800.0,2560.0,1600.0
Terascale 2 Capilano LE ,1.0,11.0,0.0,256.0,AMD,DDR3,Radeon HD 6530M,1,4.3,2010-11-26,0,5.0,25.6,128.0,800.0,2560.0,1600.0
Terascale 2 Seymour PRO ,1.0,11.0,0.0,128.0,AMD,DDR3,Radeon HD 6450M,1,4.3,2011-01-04,0,5.0,12.8,64.0,800.0,2560.0,1600.0
Terascale 2 Robson XT ,1.0,11.0,0.0,128.0,AMD,DDR3,Radeon HD 6370M,1,4.3,2010-11-26,0,5.0,12.8,64.0,800.0,2560.0,1600.0
Terascale 2 Robson PRO ,1.0,11.0,0.0,128.0,AMD,DDR3,Radeon HD 6350M,1,4.3,2010-11-26,0,5.0,14.4,64.0,900.0,2560.0,1600.0
Terascale 2 Seymour LE ,1.0,11.0,0.0,128.0,AMD,DDR3,Radeon HD 6430M,1,4.3,2011-01-04,0,5.0,12.8,64.0,800.0,2560.0,1600.0
